global_id,document_type,document_title,xml_source
236606,seadus,Rahvusvahelise organiseeritud kuritegevuse vastu võitlemise Ühinenud Rahvaste Organisatsiooni konventsiooni ratifitseerimise seadus,https://www.riigiteataja.ee/akt/236606.xml
236629,seadus,Ülemäärase kahjustava või purustava toimega tavarelvade kasutamise keelustamise ja piiramise konventsiooni artikli 1 muudatuse ratifitseerimise seadus,https://www.riigiteataja.ee/akt/236629.xml
237128,seadus,Eesti Vabariigi ja Armeenia Vabariigi vahelise tulu- ja kapitalimaksuga topeltmaksustamise vältimise ning maksudest hoidumise tõkestamise lepingu ja selle juurde kuuluva protokolli ratifitseerimise seadus,https://www.riigiteataja.ee/akt/237128.xml
237175,seadus,Eesti Vabariigi valitsuse ja Malta valitsuse vahelise tulumaksuga topeltmaksustamise vältimise ning maksudest hoidumise tõkestamise lepingu ja selle juurde kuuluva protokolli ratifitseerimise seadus,https://www.riigiteataja.ee/akt/237175.xml
765321,seadus,Eesti Vabariigi ja Portugali Vabariigi vahelise tulumaksudega topeltmaksustamise vältimise ning maksudest hoidumise tõkestamise lepingu ja selle juurde kuuluva protokolli ratifitseerimise seadus,https://www.riigiteataja.ee/akt/765321.xml
765343,seadus,Eesti Vabariigi valitsuse ja Horvaatia Vabariigi valitsuse vahelise tulumaksudega topeltmaksustamise vältimise ning maksudest hoidumise tõkestamise lepingu ratifitseerimise seadus,https://www.riigiteataja.ee/akt/765343.xml
765371,seadus,Eesti Vabariigi ja Ungari Vabariigi vahelise tulu- ja kapitalimaksuga topeltmaksustamise vältimise ning maksudest hoidumise tõkestamise lepingu ja selle juurde kuuluva protokolli ratifitseerimise seadus,https://www.riigiteataja.ee/akt/765371.xml
765385,seadus,Eesti Vabariigi valitsuse ja Vene Föderatsiooni valitsuse tulumaksuga topeltmaksustamise vältimise ning maksudest hoidumise tõkestamise lepingu ja selle juurde kuuluva protokolli ratifitseerimise seadus,https://www.riigiteataja.ee/akt/765385.xml
765396,seadus,Eesti Vabariigi valitsuse ja Šveitsi Liidunõukogu vahelise tulu- ja kapitalimaksudega topeltmaksustamise vältimise lepingu ja selle juurde kuuluva protokolli ratifitseerimise seadus,https://www.riigiteataja.ee/akt/765396.xml
772870,seadus,"Lapse õiguste konventsiooni laste müüki, lasteprostitutsiooni ja -pornograafiat käsitleva fakultatiivprotokolli ratifitseerimise seadus",https://www.riigiteataja.ee/akt/772870.xml
749093,seadus,Tolliseadustik,https://www.riigiteataja.ee/akt/749093.xml
749134,seadus,Dumpinguvastane seadus,https://www.riigiteataja.ee/akt/749134.xml
749172,seadus,Tollimaksuvabastuse seadus,https://www.riigiteataja.ee/akt/749172.xml
753033,seadus,"Eesti Vabariigi ja EFTA riikide vahelise lepingu, Eesti ja Islandi vahelise põllumajandusprotokolli, Eesti Vabariigi ja Norra Kuningriigi vahelise põllumajandusprotokolli, Eesti Vabariigi ja Šveitsi Konföderatsiooni vahelise põllumajandustoodete kaubanduse lepingu ratifitseerimise seadus",https://www.riigiteataja.ee/akt/753033.xml
753040,seadus,Eesti Vabariigi ja Tšehhi Vabariigi vahelise vabakaubanduslepingu ratifitseerimise seadus,https://www.riigiteataja.ee/akt/753040.xml
729778,seadus,Küttegaasi ohutuse seadus,https://www.riigiteataja.ee/akt/729778.xml
719339,seadus,Põhja-Atlandi lepinguga ühinemise seadus,https://www.riigiteataja.ee/akt/719339.xml
720425,seadus,Alkoholiseadus,https://www.riigiteataja.ee/akt/720425.xml
635320,seadus,"Eesti Vabariigi ja Ukraina vahelise vabakaubanduslepingu, Eesti Vabariigi ja EFTA riikide vahelise lepingu ning Eesti Vabariigi ja Türgi Vabariigi vahelise vabakaubanduslepingu lõpetamise seadus",https://www.riigiteataja.ee/akt/635320.xml
747841,seadus,"Eesti Vabariigi, Läti Vabariigi ja Leedu Vabariigi vahelise vabakaubanduslepingu ratifitseerimise seadus",https://www.riigiteataja.ee/akt/747841.xml
747848,seadus,Eesti Vabariigi ja Ukraina vahelise vabakaubanduslepingu ratifitseerimise seadus,https://www.riigiteataja.ee/akt/747848.xml
747870,seadus,"Eesti Vabariigi ja Läti Vabariigi ja Leedu Vabariigi vahelise põllumajandustoodete vabakaubanduslepingu ratifitseerimise ja Eesti Vabariigi, Läti Vabariigi ja Leedu Vabariigi vahelise vabakaubanduslepingu muudatuste ratifitseerimise seadus",https://www.riigiteataja.ee/akt/747870.xml
747889,seadus,Eesti Vabariigi ja Sloveenia Vabariigi vahelise vabakaubanduslepingu ratifitseerimise seadus,https://www.riigiteataja.ee/akt/747889.xml
747914,seadus,Eesti Vabariigi ja Slovaki Vabariigi vahelise vabakaubanduslepingu ratifitseerimise seadus,https://www.riigiteataja.ee/akt/747914.xml
747932,seadus,"Eesti Vabariigi, Läti Vabariigi ja Leedu Vabariigi vahelise mittetariifsete kaubandustõkete kaotamise lepingu ratifitseerimise seadus",https://www.riigiteataja.ee/akt/747932.xml
747947,seadus,Eesti Vabariigi ja Türgi Vabariigi vahelise vabakaubanduslepingu ratifitseerimise seadus,https://www.riigiteataja.ee/akt/747947.xml
747955,seadus,Eesti Vabariigi valitsuse ning Taani valitsuse ja Fääri saarte kohaliku omavalitsuse vahelise vabakaubanduslepingu ratifitseerimise seadus,https://www.riigiteataja.ee/akt/747955.xml
747962,seadus,Eesti Vabariigi ja Poola Vabariigi vahelise vabakaubanduslepingu ratifitseerimise seadus,https://www.riigiteataja.ee/akt/747962.xml
747977,seadus,Eesti Vabariigi ja Ungari Vabariigi vahelise vabakaubanduslepingu ratifitseerimise seadus,https://www.riigiteataja.ee/akt/747977.xml
678417,seadus,ÜRO kodaniku- ja poliitiliste õiguste rahvusvahelise pakti surmanuhtluse kaotamist käsitleva teise fakultatiivse protokolliga ühinemise seadus,https://www.riigiteataja.ee/akt/678417.xml
678427,seadus,Euroopa inimõiguste ja põhivabaduste kaitse konventsiooni protokolli nr 13 surmanuhtluse igas olukorras kaotamise kohta ratifitseerimise seadus,https://www.riigiteataja.ee/akt/678427.xml
678441,seadus,Mandrilava püsiplatvorme ohustava ebaseadusliku tegevuse tõkestamise protokolliga ühinemise seadus,https://www.riigiteataja.ee/akt/678441.xml
639430,seadus,Osoonikihti kahandavate ainete Montreali protokolli 1999. aastal Pekingis tehtud paranduste ratifitseerimise seadus,https://www.riigiteataja.ee/akt/639430.xml
639462,seadus,"Euroopa Raadiosidebüroo moodustamise konventsiooni muutmisdokumendi ja selle lisa, Euroopa Kommunikatsioonibüroo asutamise konventsiooni ratifitseerimise seadus",https://www.riigiteataja.ee/akt/639462.xml
592008,seadus,Kirde-Atlandi tulevase mitmepoolse kalanduskoostöö konventsiooniga ühinemise seadus,https://www.riigiteataja.ee/akt/592008.xml
724858,seadus,Euroopa sotsiaalkindlustuskoodeksi ratifitseerimise seadus,https://www.riigiteataja.ee/akt/724858.xml
724875,seadus,Euroopa Ühendust esindava Euroopa Ühenduste Komisjoni ja Eesti Vabariigi vahel sõlmitud Eesti Vabariigis põllumajanduse ja maaelu arendamise liitumiseelse programmi 2002. ja 2003. aasta üheaastaste rahastuslepingute ratifitseerimise seadus,https://www.riigiteataja.ee/akt/724875.xml
724885,seadus,Rahvusvahelise organiseeritud kuritegevuse vastu võitlemise Ühinenud Rahvaste Organisatsiooni konventsiooni täiendavate protokollide ratifitseerimise seadus,https://www.riigiteataja.ee/akt/724885.xml
761190,seadus,Balti Pataljoniga seotud välislepingute lõpetamise seadus,https://www.riigiteataja.ee/akt/761190.xml
735192,seadus,"Jalaväemiinide kasutamist, varumist, tootmist ja üleandmist keelustava ja nende hävitamist nõudva konventsiooniga ühinemise seadus",https://www.riigiteataja.ee/akt/735192.xml
735324,seadus,Euroopa sotsiaal- ja meditsiiniabi konventsiooni ning selle protokolli ratifitseerimise seadus,https://www.riigiteataja.ee/akt/735324.xml
708260,seadus,"Lepingu Belgia Kuningriigi, Taani Kuningriigi, Saksamaa Liitvabariigi, Kreeka Vabariigi, Hispaania Kuningriigi, Prantsuse Vabariigi, Iirimaa, Itaalia Vabariigi, Luksemburgi Suurhertsogiriigi, Madalmaade Kuningriigi, Austria Vabariigi, Portugali Vabariigi, Soome Vabariigi, Rootsi Kuningriigi, Suurbritannia ja Põhja-Iiri Ühendkuningriigi (Euroopa Liidu liikmesriikide) ning Tšehhi Vabariigi, Eesti Vabariigi, Küprose Vabariigi, Läti Vabariigi, Leedu Vabariigi, Ungari Vabariigi, Malta Vabariigi, Poola Vabariigi, Sloveenia Vabariigi ja Slovaki Vabariigi vahel Tšehhi Vabariigi, Eesti Vabariigi, Küprose Vabariigi, Läti Vabariigi, Leedu Vabariigi, Ungari Vabariigi, Malta Vabariigi, Poola Vabariigi, Sloveenia Vabariigi ja Slovaki Vabariigi ühinemise kohta Euroopa Liiduga ratifitseerimise seadus",https://www.riigiteataja.ee/akt/708260.xml
687967,seadus,Terrorismi rahastamise tõkestamise rahvusvahelise konventsiooni ratifitseerimise seadus,https://www.riigiteataja.ee/akt/687967.xml
599866,seadus,Rahvusvaheliste vaidluste rahumeelse lahendamise konventsiooniga ühinemise seadus,https://www.riigiteataja.ee/akt/599866.xml
180022,seadus,Ühinenud Rahvaste Organisatsiooni konventsiooni kaupade rahvusvahelise ostu-müügi lepingute kohta ratifitseerimise seadus,https://www.riigiteataja.ee/akt/180022.xml
79044,seadus,"Eesti Vabariigi valitsuse, Läti Vabariigi valitsuse ja Leedu Vabariigi valitsuse vahelise Balti õhuseirevõrgu loomise lepingu ratifitseerimise seadus",https://www.riigiteataja.ee/akt/79044.xml
79047,seadus,Eesti Vabariigi valitsuse ja Hiina Rahvavabariigi valitsuse vahelise tulumaksuga topeltmaksustamise vältimise ning maksudest hoidumise tõkestamise lepingu ja juurdekuuluva protokolli ratifitseerimise seadus,https://www.riigiteataja.ee/akt/79047.xml
79346,seadus,Eesõigustatud merevõlgade ja merehüpoteekide kohta käivate määruste ühtlustamise rahvusvahelise konventsiooni denonsseerimise seadus,https://www.riigiteataja.ee/akt/79346.xml
208813,seadus,Eesti Vabariigi ja Austria Vabariigi vahelise tulu- ja kapitalimaksuga topeltmaksustamise vältimise ning maksudest hoidumise tõkestamise lepingu ratifitseerimise seadus,https://www.riigiteataja.ee/akt/208813.xml
208840,seadus,Abielulahutuse ja kooselu lõpetamise tunnustamise konventsiooniga ühinemise seadus,https://www.riigiteataja.ee/akt/208840.xml
94692,seadus,Euroopa patentide väljaandmise konventsiooniga ühinemise seadus,https://www.riigiteataja.ee/akt/94692.xml
94694,seadus,Euroopa patentide väljaandmise konventsiooni muutmise aktiga ühinemise seadus,https://www.riigiteataja.ee/akt/94694.xml
94701,seadus,Õigusabi taotluste edastamise Euroopa kokkuleppe lisaprotokolli ratifitseerimise seadus,https://www.riigiteataja.ee/akt/94701.xml
94714,seadus,"Eesti Vabariigi ja Vene Föderatsiooni vahel 1993. aasta 26. jaanuaril sõlmitud lepingu «Õigusabi ja õigussuhete kohta tsiviil-, perekonna- ja kriminaalasjades» juurde kuuluva protokolli ratifitseerimise seadus",https://www.riigiteataja.ee/akt/94714.xml
170210,seadus,Planeerimis- ja ehitusseadus,https://www.riigiteataja.ee/akt/170210.xml
78721,seadus,Eesti Vabariigi ja Saksamaa Liitvabariigi vahelise tulu- ja kapitalimaksudega topeltmaksustamise vältimise lepingu ratifitseerimise seadus,https://www.riigiteataja.ee/akt/78721.xml
78738,seadus,"«Vabakaubandust ja kaubandust puudutavaid küsimusi käsitleva lepingu ühelt poolt Eesti Vabariigi ja teiselt poolt Euroopa Ühenduse, Euroopa Aatomienergiaühenduse (EAEC) ning Euroopa Söe- ja Terasekoondise vahel» muudatuste ratifitseerimise seadus",https://www.riigiteataja.ee/akt/78738.xml
78752,seadus,Eesti Vabariigi valitsuse ja Ukraina valitsuse vahelise sotsiaalkindlustuslepingu ratifitseerimise seadus,https://www.riigiteataja.ee/akt/78752.xml
78762,seadus,"Eesti Vabariigi valitsuse ja Ungari Vabariigi valitsuse vahelise terrorismi, ebaseadusliku narkootikumidega kaubitsemise ja organiseeritud kuritegevuse vastu võitlemise alase koostöökokkuleppe ratifitseerimise seadus",https://www.riigiteataja.ee/akt/78762.xml
78771,seadus,Eesti Vabariigi ja Hollandi Kuningriigi vahelise tulu- ja kapitalimaksuga topeltmaksustamise vältimise ning maksudest hoidumise tõkestamise lepingu ratifitseerimise seadus,https://www.riigiteataja.ee/akt/78771.xml
78789,seadus,"Eesti Vabariigi valitsuse, Läti Vabariigi valitsuse ja Rootsi Kuningriigi valitsuse vahelise kokkuleppe merealapiiride kokkupuutepunkti kohta Läänemeres ratifitseerimise seadus",https://www.riigiteataja.ee/akt/78789.xml
78795,seadus,Eesti Vabariigi ja Türgi Vabariigi vahelise investeeringute vastastikuse soodustamise ja kaitse lepingu ratifitseerimise seadus,https://www.riigiteataja.ee/akt/78795.xml
78802,seadus,Eesti Vabariigi ja Taani Kuningriigi vahelise vastastikuse mõistmise memorandumi Eesti jalaväerühma positsioonidele paigutamise kohta Bosnia-Hertsegoviinas rahvusvahelistes stabiliseerimisjõududes Taani pataljoni koosseisus ratifitseerimise seadus,https://www.riigiteataja.ee/akt/78802.xml
78813,seadus,Rahvusvaheliste õhuvedude reeglite ühtlustamise konventsiooni ning selle parandamise Haagi protokolli ja lisaprotokollidega nr. 1 ja nr. 2 ühinemise seadus,https://www.riigiteataja.ee/akt/78813.xml
78817,seadus,Rahvusvaheliste õhuvedude reeglite ühtlustamise konventsiooni lisaprotokolli nr. 3 ja Montreali protokolli nr. 4 ratifitseerimise seadus,https://www.riigiteataja.ee/akt/78817.xml
78820,seadus,"Varssavi konventsiooni täiendava, lepinguvälise vedaja teostatavate rahvusvaheliste õhuvedude reeglite ühtlustamise konventsiooniga ühinemise seadus",https://www.riigiteataja.ee/akt/78820.xml
78827,seadus,Kõrgharidustunnistuste ja kõrgharidusele juurdepääsu võimaldavate tunnistuste Euroopa regioonis tunnustamise konventsiooni ratifitseerimise seadus,https://www.riigiteataja.ee/akt/78827.xml
78836,seadus,Euroopa energiaharta lepingu ja protokolli ratifitseerimise seadus,https://www.riigiteataja.ee/akt/78836.xml
78842,seadus,Euroopa Nõukogu Sotsiaalarengu Fondi kokkuleppe vastuvõtmise seadus,https://www.riigiteataja.ee/akt/78842.xml
78845,seadus,Inimõiguste ja põhivabaduste kaitse konventsiooni lisaprotokolli nr 6 ratifitseerimise seadus,https://www.riigiteataja.ee/akt/78845.xml
78853,seadus,Testamendi vormile kohaldatava õiguse konventsiooniga ühinemise seadus,https://www.riigiteataja.ee/akt/78853.xml
78856,seadus,Eesti Vabariigi ja Hispaania Kuningriigi vahelise investeeringute vastastikuse soodustamise ja kaitse lepingu ratifitseerimise seadus,https://www.riigiteataja.ee/akt/78856.xml
78859,seadus,Eesti Vabariigi ja Valgevene Vabariigi vahelise tulumaksuga topeltmaksustamise vältimise ning maksudest hoidumise tõkestamise lepingu ratifitseerimise seadus,https://www.riigiteataja.ee/akt/78859.xml
78862,seadus,Eesti Vabariigi valitsuse ja Prantsuse Vabariigi valitsuse vahelise tulu- ja kapitalimaksuga topeltmaksustamise vältimise ning maksudest hoidumise tõkestamise lepingu ja selle juurde kuuluva protokolli ratifitseerimise seadus,https://www.riigiteataja.ee/akt/78862.xml
78865,seadus,Eesti Vabariigi valitsuse ja Itaalia Vabariigi valitsuse vahelise tulumaksuga topeltmaksustamise vältimise ning maksudest hoidumise tõkestamise lepingu ja selle juurde kuuluva lisaprotokolli ratifitseerimise seadus,https://www.riigiteataja.ee/akt/78865.xml
78871,seadus,Haagi Rahvusvahelise Eraõiguse Konverentsi põhikirja vastuvõtmise seadus,https://www.riigiteataja.ee/akt/78871.xml
78883,seadus,"Eesti Vabariigi valitsuse ja Itaalia Vabariigi valitsuse vahelise kultuuri-, haridus-, teadus- ja tehnoloogia-alase koostöö lepingu ratifitseerimise seadus",https://www.riigiteataja.ee/akt/78883.xml
78939,seadus,"Eesti Vabariigi valitsuse, Läti Vabariigi valitsuse ja Leedu Vabariigi valitsuse vahelise lepingu Balti Pataljoni kohta ratifitseerimise seadus",https://www.riigiteataja.ee/akt/78939.xml
78942,seadus,Eesti Vabariigi valitsuse ja Kreeka Vabariigi valitsuse vahelise investeeringute soodustamise ja vastastikuse kaitse lepingu ratifitseerimise seadus,https://www.riigiteataja.ee/akt/78942.xml
78953,seadus,Eesti Vabariigi valitsuse ja Iiri valitsuse vahelise tulu- ja kapitali juurdekasvu maksuga topeltmaksustamise vältimise ning maksudest hoidumise tõkestamise lepingu ja juurdekuuluva protokolli ratifitseerimise seadus,https://www.riigiteataja.ee/akt/78953.xml
78956,seadus,Eesti Vabariigi valitsuse ja Moldova Vabariigi valitsuse vahelise tulu- ja kapitalimaksuga topeltmaksustamise vältimise ning maksudest hoidumise tõkestamise lepingu ratifitseerimise seadus,https://www.riigiteataja.ee/akt/78956.xml
78961,seadus,Eesti Vabariigi valitsuse ja Ameerika Ühendriikide valitsuse vahelise lepingu vastastikusest õigusabist kriminaalasjades ratifitseerimise seadus,https://www.riigiteataja.ee/akt/78961.xml
78964,seadus,ESTPLA 6 kohta käiva vastastikuse mõistmise memorandumi Eesti jalaväerühma positsioonidele paigutamise kohta Bosnia-Hertsegoviinas rahvusvahelistes stabiliseerimisjõududes Taani pataljoni koosseisus ratifitseerimise seadus,https://www.riigiteataja.ee/akt/78964.xml
78967,seadus,Märkide rahvusvahelise registreerimise Madridi kokkuleppe protokolliga ühinemise seadus,https://www.riigiteataja.ee/akt/78967.xml
78989,seadus,"Eesti Vabariigi valitsuse, Läti Vabariigi valitsuse ja Leedu Vabariigi valitsuse vahelise protokolli «Balti Pataljoni staapide ja Balti Pataljoni isikkoosseisu staatuse kohta» ratifitseerimise seadus",https://www.riigiteataja.ee/akt/78989.xml
79000,seadus,Eesti Vabariigi ja Euroopa Investeerimispanga vahelise raamlepingu «Euroopa Investeerimispanga tegevusest Eestis» ratifitseerimise seadus,https://www.riigiteataja.ee/akt/79000.xml
79003,seadus,Eesti Vabariigi ja Ameerika Ühendriikide vahelise tulumaksuga topeltmaksustamise vältimise ning maksudest hoidumise tõkestamise lepingu ratifitseerimise seadus,https://www.riigiteataja.ee/akt/79003.xml
79006,seadus,Õigusabi taotluste edastamise Euroopa kokkuleppe ratifitseerimise seadus,https://www.riigiteataja.ee/akt/79006.xml
79017,seadus,Euroopa Nõukogu privileegide ja immuniteetide üldkokkuleppe kolmanda protokolli ratifitseerimise seadus,https://www.riigiteataja.ee/akt/79017.xml
79020,seadus,Euroopa Nõukogu privileegide ja immuniteetide üldkokkuleppe kuuenda protokolli ratifitseerimise seadus,https://www.riigiteataja.ee/akt/79020.xml
79025,seadus,"Eesti Vabariigi valitsuse, Läti Vabariigi valitsuse ja Leedu Vabariigi valitsuse vahelise lepingu «Balti Mereväedivisjoni loomise kohta» ratifitseerimise seadus",https://www.riigiteataja.ee/akt/79025.xml
79029,seadus,"Taani Kuningriigi, Eesti Vabariigi, Soome Vabariigi, Saksa Liitvabariigi, Läti Vabariigi, Leedu Vabariigi, Poola Vabariigi, Vene Föderatsiooni ja Rootsi Kuningriigi vahelise Läänemere Merekeskkonna Kaitse Komisjoni privileegide ja immuniteetide kokkuleppe ratifitseerimise seadus",https://www.riigiteataja.ee/akt/79029.xml
211012,seadus,Eesti Vabariigi valitsuse ja Liitlasvägede Atlandi Ülemjuhataja staabi vahelise vastastikuse mõistmise memorandumi rahvusvahelise ühisõppuse «Ühistugi 2002» (Cooperative Support 2002) kohta ratifitseerimise seadus,https://www.riigiteataja.ee/akt/211012.xml
225566,seadus,Jalgpallivõistluste ja teiste spordiürituste pealtvaatajate vägivalda ning muid korrarikkumisi käsitleva Euroopa konventsiooni ratifitseerimise seadus,https://www.riigiteataja.ee/akt/225566.xml
217067,seadus,Eesti Vabariigi ja Põhjamaade Keskkonnainvesteeringute Korporatsiooni (Nordic Environment Finance Corporation - NEFCO) vahelise lepingu NEFCO õigusliku staatuse kohta Eesti Vabariigis ratifitseerimise seadus,https://www.riigiteataja.ee/akt/217067.xml
217095,seadus,Osoonikihti kahandavate ainete Montreali protokolli 1997. aasta 15.-17. septembril Montrealis tehtud paranduste ratifitseerimise seadus,https://www.riigiteataja.ee/akt/217095.xml
